year,date,incident_number
2007,2007-01-01T00:00:00Z,101010701
2009,2009-01-01T00:00:00Z,101010901
2006,2006-01-03T00:00:00Z,101030601
2016,2016-01-05T00:00:00Z,101051602
2007,2007-01-06T00:00:00Z,101060701
2007,2007-01-06T00:00:00Z,101060702
2011,2011-01-06T00:00:00Z,101061101
2007,2007-01-07T00:00:00Z,101070701
2009,2009-01-07T00:00:00Z,101070901
2012,2015-09-04T00:00:00Z,101071201
2013,2013-01-08T00:00:00Z,101081301
2013,2013-01-08T00:00:00Z,101081302
2007,2007-01-09T00:00:00Z,101090702
2008,2008-01-09T00:00:00Z,101090801
2010,2010-01-10T00:00:00Z,101101001
2007,2007-01-11T00:00:00Z,101110701
2013,2013-01-12T00:00:00Z,101121301
2005,2005-01-13T00:00:00Z,101130501
2006,2006-01-13T00:00:00Z,101130601
2008,2008-01-13T00:00:00Z,101130701
2008,2008-01-13T00:00:00Z,101130803
2013,2012-01-13T00:00:00Z,101131201
2015,2015-01-13T00:00:00Z,101131501
2008,2008-01-15T00:00:00Z,101150801
2009,2009-01-15T00:00:00Z,101150901
2014,2014-01-15T00:00:00Z,101151401
2005,2005-01-16T00:00:00Z,101160502
2007,2007-01-16T00:00:00Z,101160701
2013,2013-01-16T00:00:00Z,101161301
2008,2008-01-17T00:00:00Z,101170801
2008,2008-01-17T00:00:00Z,101170802
2010,2010-01-17T00:00:00Z,101171001
2015,2015-01-17T00:00:00Z,101171501
2015,2015-01-17T00:00:00Z,101171502
2005,2005-01-18T00:00:00Z,101180501
2005,2005-01-18T00:00:00Z,101180502
2008,2008-01-18T00:00:00Z,101180801
2008,2008-01-18T00:00:00Z,101180803
2009,2009-01-18T00:00:00Z,101180901
2005,2005-01-19T00:00:00Z,101190501
2005,2005-01-20T00:00:00Z,101200501
2005,2005-01-21T00:00:00Z,101210501
2015,2015-01-21T00:00:00Z,101211501
2005,2005-01-23T00:00:00Z,101230501
2007,2007-01-23T00:00:00Z,101230701
2011,2011-01-23T00:00:00Z,101231101
2005,2005-01-24T00:00:00Z,101240501
2006,2006-01-25T00:00:00Z,101250601
2013,2013-01-25T00:00:00Z,101251301
2008,2008-01-26T00:00:00Z,101260801
2005,2005-01-27T00:00:00Z,101270501
2011,2011-01-27T00:00:00Z,101271101
2013,2013-01-28T00:00:00Z,101281301
2014,2014-01-28T00:00:00Z,101281401
2007,2007-01-29T00:00:00Z,101290702
2005,2005-01-30T00:00:00Z,101300501
2008,2008-01-30T00:00:00Z,101300801
2007,2007-02-01T00:00:00Z,102010701
2009,2009-02-01T00:00:00Z,102010901
2012,1940-09-04T00:00:00Z,102011201
2014,2014-02-01T00:00:00Z,102011401
2015,2015-02-01T00:00:00Z,102011501
2007,2007-02-02T00:00:00Z,102020701
2009,2009-02-02T00:00:00Z,102020901
2008,2008-02-03T00:00:00Z,102030802
2008,2008-02-03T00:00:00Z,102030803
2006,2006-02-04T00:00:00Z,102040601
2015,2015-02-04T00:00:00Z,102041501
2008,2008-02-05T00:00:00Z,102050801
2005,2005-02-06T00:00:00Z,102060501
2006,2006-02-06T00:00:00Z,102060601
2006,2006-02-07T00:00:00Z,102070601
2010,2010-02-07T00:00:00Z,102071001
2005,2005-02-08T00:00:00Z,102080501
2005,2005-02-08T00:00:00Z,102080502
2006,2006-02-08T00:00:00Z,102080601
2007,2007-02-10T00:00:00Z,102100701
2010,2010-02-10T00:00:00Z,102101001
2008,2008-02-11T00:00:00Z,102110801
2013,2013-02-11T00:00:00Z,102111301
2005,2005-02-12T00:00:00Z,102120501
2012,2012-02-12T00:00:00Z,102121201
2013,2013-02-13T00:00:00Z,102131301
2008,2008-02-14T00:00:00Z,102140801
2013,2013-02-14T00:00:00Z,102141301
2009,2009-02-15T00:00:00Z,102150901
2009,2009-02-15T00:00:00Z,102150902
2005,2005-02-16T00:00:00Z,102160501
2010,2010-02-16T00:00:00Z,102161001
2010,2010-02-17T00:00:00Z,102171001
2011,2011-02-17T00:00:00Z,102171101
2012,2012-02-18T00:00:00Z,102181201
2012,2012-02-18T00:00:00Z,102181202
2005,2005-02-19T00:00:00Z,102190501
2009,2009-02-19T00:00:00Z,102190901
2013,2013-02-19T00:00:00Z,102191301
2012,2012-02-20T00:00:00Z,102201201
2016,2016-02-21T00:00:00Z,102211601
2008,2008-02-22T00:00:00Z,102220802
2010,2010-02-22T00:00:00Z,102221001
2011,2011-02-22T00:00:00Z,102221101
2011,2011-02-22T00:00:00Z,102221102
2013,2013-02-22T00:00:00Z,102221301
2009,2009-02-23T00:00:00Z,102230901
2010,2010-02-23T00:00:00Z,102231001
2014,2014-02-25T00:00:00Z,102251401
2005,2005-02-26T00:00:00Z,102260501
2005,2005-02-27T00:00:00Z,102270501
2005,2005-02-28T00:00:00Z,102280501
2008,2008-02-29T00:00:00Z,102290803
2005,2005-03-01T00:00:00Z,103010501
2008,2008-03-01T00:00:00Z,103010801
2012,2012-03-01T00:00:00Z,103011201
2005,2005-03-02T00:00:00Z,103020501
2007,2007-03-02T00:00:00Z,103020701
2016,2016-03-02T00:00:00Z,103021601
2005,2005-05-03T00:00:00Z,103030501
2013,2013-03-04T00:00:00Z,103041301
2007,2007-03-05T00:00:00Z,103050701
2011,2011-03-05T00:00:00Z,103051101
2016,2016-04-05T00:00:00Z,103051601
2013,2013-03-06T00:00:00Z,103061301
2013,2014-03-06T00:00:00Z,103061302
2016,2016-03-06T00:00:00Z,103061601
2005,2005-03-07T00:00:00Z,103070501
2005,2005-03-07T00:00:00Z,103070502
2011,2011-03-07T00:00:00Z,103071101
2011,2011-03-07T00:00:00Z,103071102
2006,2006-03-08T00:00:00Z,103080601
2006,2006-03-09T00:00:00Z,103090601
2006,2006-03-09T00:00:00Z,103090602
2005,2005-03-10T00:00:00Z,103100501
2014,2014-03-10T00:00:00Z,103101401
2005,2005-03-11T00:00:00Z,103110501
2005,2005-03-11T00:00:00Z,103110502
2006,2006-03-11T00:00:00Z,103110601
2008,2008-03-11T00:00:00Z,103110801
2009,2009-03-11T00:00:00Z,103110901
2013,2013-03-11T00:00:00Z,103111301
2007,2007-03-12T00:00:00Z,103120701
2008,2008-03-12T00:00:00Z,103120801
2010,2010-03-12T00:00:00Z,103121001
2010,2010-03-12T00:00:00Z,103121002
2012,2012-03-12T00:00:00Z,103121201
2009,2009-03-13T00:00:00Z,103130901
2010,2010-03-13T00:00:00Z,103131001
2012,2012-03-14T00:00:00Z,103141201
2005,2005-03-15T00:00:00Z,103150501
2006,2006-03-15T00:00:00Z,103150601
2007,2007-03-16T00:00:00Z,103160702
2008,2008-03-16T00:00:00Z,103160801
2009,2009-03-16T00:00:00Z,103160901
2010,2010-03-16T00:00:00Z,103161001
2012,2012-03-16T00:00:00Z,103161201
2012,2012-03-16T00:00:00Z,103161202
2005,2005-03-17T00:00:00Z,103170501
2005,2005-03-17T00:00:00Z,103170502
2008,2007-03-17T00:00:00Z,103170701
2005,2005-03-18T00:00:00Z,103180501
2008,2008-03-18T00:00:00Z,103180801
2010,2010-03-18T00:00:00Z,103181001
2012,2012-03-18T00:00:00Z,103181201
2006,2006-03-19T00:00:00Z,103190601
2010,2010-03-19T00:00:00Z,103191001
2011,2011-03-19T00:00:00Z,103191101
2012,2012-03-20T00:00:00Z,103201201
2011,2011-03-21T00:00:00Z,103211101
2012,2012-03-21T00:00:00Z,103211201
2012,2012-03-21T00:00:00Z,103211202
2005,2005-03-22T00:00:00Z,103220501
2005,2005-03-22T00:00:00Z,103220502
2016,2016-03-22T00:00:00Z,103221601
2007,2007-03-23T00:00:00Z,103230701
2009,2009-03-23T00:00:00Z,103230901
2013,2013-03-23T00:00:00Z,103231301
2009,2009-03-24T00:00:00Z,103240901
2008,2008-03-25T00:00:00Z,103250801
2011,2011-03-26T00:00:00Z,103261101
2012,2012-03-28T00:00:00Z,103281201
2013,2013-03-28T00:00:00Z,103281301
2007,2007-03-29T00:00:00Z,103290701
2013,2013-03-29T00:00:00Z,103291301
2006,2006-03-30T00:00:00Z,103300601
2015,2015-03-30T00:00:00Z,103301501
2005,2005-03-31T00:00:00Z,103310501
2006,2006-03-31T00:00:00Z,103310601
2010,2010-03-31T00:00:00Z,103311001
2005,2005-04-01T00:00:00Z,104010501
2005,2005-04-02T00:00:00Z,104020501
2012,2012-04-04T00:00:00Z,104041201
2015,2015-04-05T00:00:00Z,104051501
2005,2005-04-06T00:00:00Z,104060501
2007,2007-04-06T00:00:00Z,104060701
2011,2011-04-06T00:00:00Z,104061101
2016,2016-04-06T00:00:00Z,104061601
2005,2005-04-07T00:00:00Z,104070502
2006,2006-04-07T00:00:00Z,104070601
2008,2008-04-07T00:00:00Z,104070801
2011,2011-04-07T00:00:00Z,104071102
2008,2008-04-02T00:00:00Z,104080201
2006,2006-04-08T00:00:00Z,104080602
2014,2014-04-09T00:00:00Z,104091401
2016,2016-04-09T00:00:00Z,104091601
2005,2005-04-10T00:00:00Z,104100501
2005,2005-04-11T00:00:00Z,104110501
2013,2013-04-12T00:00:00Z,104121301
2011,2011-04-14T00:00:00Z,104141101
2015,2015-04-14T00:00:00Z,104141501
2011,2011-04-16T00:00:00Z,104161101
2011,2011-04-16T00:00:00Z,104161102
2011,2011-04-16T00:00:00Z,104161103
2011,2011-04-16T00:00:00Z,104161104
2012,2012-04-18T00:00:00Z,104181201
2005,2005-04-19T00:00:00Z,104190501
2008,2008-04-19T00:00:00Z,104190801
2010,2010-04-19T00:00:00Z,104191001
2012,2012-04-19T00:00:00Z,104191201
2016,2016-04-19T00:00:00Z,104191601
2005,2005-04-20T00:00:00Z,104200501
2006,2006-04-21T00:00:00Z,104210601
2011,2011-04-21T00:00:00Z,104211101
2005,2005-04-22T00:00:00Z,104220501
2011,2011-04-22T00:00:00Z,104221101
2014,2014-04-22T00:00:00Z,104221401
2006,2006-04-23T00:00:00Z,104230601
2008,2008-04-25T00:00:00Z,104250801
2012,2012-04-26T00:00:00Z,104261201
2014,2014-04-26T00:00:00Z,104261401
2014,2014-04-26T00:00:00Z,104261402
2005,2005-04-27T00:00:00Z,104270501
2006,2006-04-27T00:00:00Z,104270601
2009,2009-04-27T00:00:00Z,104270901
2009,2009-04-27T00:00:00Z,104270902
2015,2015-04-27T00:00:00Z,104271501
2014,2014-04-29T00:00:00Z,104291401
2009,2009-04-30T00:00:00Z,104300901
2011,2011-04-30T00:00:00Z,104301101
2014,2014-04-30T00:00:00Z,104301401
2011,2011-05-01T00:00:00Z,105011101
2011,2011-05-01T00:00:00Z,105011102
2013,2013-05-01T00:00:00Z,105011301
2015,2015-05-01T00:00:00Z,105011501
2006,2006-05-02T00:00:00Z,105020601
2007,2007-05-02T00:00:00Z,105020701
2007,2007-05-02T00:00:00Z,105020702
2007,2007-05-02T00:00:00Z,105020703
2012,2012-05-02T00:00:00Z,105021201
2006,2006-05-03T00:00:00Z,105030601
2006,2006-05-03T00:00:00Z,105030602
2008,2008-05-05T00:00:00Z,105050801
2008,2008-05-05T00:00:00Z,105050802
2008,2008-05-05T00:00:00Z,105050803
2008,2008-05-05T00:00:00Z,105050804
2008,2008-05-05T00:00:00Z,105050806
2010,2010-05-05T00:00:00Z,105051001
2012,2012-05-05T00:00:00Z,105051201
2014,2014-05-05T00:00:00Z,105051401
2007,2007-05-06T00:00:00Z,105060701
2008,2008-05-06T00:00:00Z,105060801
2013,2013-05-07T00:00:00Z,105071301
2014,2014-05-07T00:00:00Z,105071401
2009,2009-05-08T00:00:00Z,105080901
2011,2011-05-08T00:00:00Z,105081101
2013,2013-05-09T00:00:00Z,105091301
2008,2008-05-29T00:00:00Z,105092001
2012,2012-05-10T00:00:00Z,105101203
2012,2012-05-10T00:00:00Z,105101205
2008,2008-05-11T00:00:00Z,105110801
2013,2013-05-11T00:00:00Z,105111301
2010,2010-05-13T00:00:00Z,105131001
2005,2005-05-14T00:00:00Z,105140501
2012,2012-05-14T00:00:00Z,105141201
2012,2012-05-14T00:00:00Z,105141202
2011,2011-05-16T00:00:00Z,105161101
2011,2011-05-16T00:00:00Z,105161102
2012,2012-05-16T00:00:00Z,105161201
2009,2009-05-18T00:00:00Z,105180901
2014,2014-05-18T00:00:00Z,105181401
2009,2009-05-19T00:00:00Z,105190901
2005,2005-05-20T00:00:00Z,105200501
2012,2012-05-20T00:00:00Z,105201201
2012,2012-05-21T00:00:00Z,105211201
2014,2014-05-21T00:00:00Z,105211401
2008,2008-05-23T00:00:00Z,105230801
2009,2009-05-24T00:00:00Z,105240901
2009,2009-05-24T00:00:00Z,105240902
2010,2010-05-24T00:00:00Z,105241002
2013,2013-05-24T00:00:00Z,105241302
2014,2014-05-24T00:00:00Z,105241401
2010,2010-05-25T00:00:00Z,105251001
2010,2010-05-25T00:00:00Z,105251002
2005,2005-05-26T00:00:00Z,105260501
2010,2010-05-26T00:00:00Z,105261001
2005,2005-05-27T00:00:00Z,105270501
2012,2012-05-27T00:00:00Z,105271201
2015,2015-05-27T00:00:00Z,105271501
2006,2006-05-28T00:00:00Z,105280601
2007,2007-05-28T00:00:00Z,105280701
2014,2014-05-24T00:00:00Z,105281401
2015,2015-05-28T00:00:00Z,105281501
2007,2007-05-29T00:00:00Z,105290701
2012,2012-05-29T00:00:00Z,105291201
2008,2008-05-30T00:00:00Z,105300801
2006,2006-06-01T00:00:00Z,106010601
2008,2008-06-01T00:00:00Z,106010801
2008,2008-06-01T00:00:00Z,106010802
2013,2013-06-02T00:00:00Z,106021301
2009,2009-06-03T00:00:00Z,106030901
2013,2013-06-03T00:00:00Z,106031301
2012,2012-06-04T00:00:00Z,106041201
2007,2007-06-05T00:00:00Z,106050701
2007,2007-06-05T00:00:00Z,106050702
2007,2007-06-05T00:00:00Z,106050703
2008,2008-06-05T00:00:00Z,106050801
2006,2006-06-06T00:00:00Z,106060601
2007,2007-06-06T00:00:00Z,106060701
2010,2010-06-06T00:00:00Z,106061001
2010,2010-06-06T00:00:00Z,106061002
2012,2012-06-06T00:00:00Z,106061201
2014,2014-06-08T00:00:00Z,106081401
2012,2012-06-10T00:00:00Z,106101201
2013,2013-06-10T00:00:00Z,106101301
2010,2010-06-13T00:00:00Z,106131001
2010,2010-06-13T00:00:00Z,106131002
2009,2009-06-14T00:00:00Z,106140901
2011,2011-06-15T00:00:00Z,106151101
2006,2006-06-16T00:00:00Z,106160601
2007,2007-06-16T00:00:00Z,106160701
2006,2006-06-17T00:00:00Z,106170601
2007,2007-06-17T00:00:00Z,106170701
2006,2006-06-18T00:00:00Z,106180601
2006,2006-06-18T00:00:00Z,106180602
2008,2008-06-18T00:00:00Z,106180801
2005,2005-06-19T00:00:00Z,106190501
2006,2006-06-19T00:00:00Z,106190601
2014,2014-06-19T00:00:00Z,106191401
2006,2006-06-21T00:00:00Z,106210601
2012,2012-06-21T00:00:00Z,106211201
2005,2005-06-22T00:00:00Z,106220501
2007,2007-06-22T00:00:00Z,106220701
2007,2007-06-22T00:00:00Z,106220702
2007,2007-06-22T00:00:00Z,106220703
2008,2008-06-22T00:00:00Z,106220801
2010,2010-06-23T00:00:00Z,106231001
2015,2015-06-23T00:00:00Z,106231501
2005,2005-06-24T00:00:00Z,106240501
2006,2006-06-25T00:00:00Z,106250601
2007,2007-06-25T00:00:00Z,106250701
2012,2012-06-25T00:00:00Z,106251201
2013,2013-06-25T00:00:00Z,106251301
2007,2007-06-26T00:00:00Z,106260701
2005,2005-06-27T00:00:00Z,106270501
2006,2006-06-27T00:00:00Z,106270601
2012,2012-06-27T00:00:00Z,106271201
2005,2005-06-28T00:00:00Z,106280501
2007,2007-06-28T00:00:00Z,106280701
2007,2007-06-28T00:00:00Z,106280702
2010,2010-06-28T00:00:00Z,106281001
2012,2012-06-28T00:00:00Z,106281201
2007,2007-06-29T00:00:00Z,106290701
2007,2007-06-29T00:00:00Z,106290702
2013,2013-06-30T00:00:00Z,106301401
2007,2007-07-01T00:00:00Z,107010701
2009,2009-07-01T00:00:00Z,107010901
2012,2012-07-01T00:00:00Z,107011201
2013,2013-07-01T00:00:00Z,107011301
2005,2005-07-02T00:00:00Z,107020601
2008,2008-07-02T00:00:00Z,107020801
2013,2013-07-02T00:00:00Z,107021301
2013,2013-07-02T00:00:00Z,107021401
2006,2006-07-03T00:00:00Z,107030601
2010,2010-07-03T00:00:00Z,107031003
2007,2007-07-04T00:00:00Z,107040701
2008,2016-07-04T00:00:00Z,107040801
2010,2010-07-05T00:00:00Z,107051001
2013,2013-07-06T00:00:00Z,107061301
2014,2014-07-07T00:00:00Z,107071401
2008,2008-07-08T00:00:00Z,107080801
2015,2015-07-08T00:00:00Z,107081501
2012,2012-07-09T00:00:00Z,107091201
2012,2012-07-09T00:00:00Z,107091202
2005,2005-07-10T00:00:00Z,107100501
2006,2006-07-10T00:00:00Z,107100601
2008,2008-07-10T00:00:00Z,107100801
2013,2013-07-10T00:00:00Z,107101301
2007,2007-07-11T00:00:00Z,107110701
2007,2007-07-12T00:00:00Z,107110702
2007,2007-07-13T00:00:00Z,107110703
2010,2010-07-11T00:00:00Z,107111001
2013,2013-07-11T00:00:00Z,107111301
2007,2007-07-12T00:00:00Z,107120701
2007,2007-07-12T00:00:00Z,107120702
2010,2010-07-12T00:00:00Z,107121001
2006,2006-07-13T00:00:00Z,107130601
2006,2006-07-13T00:00:00Z,107130602
2010,2010-07-13T00:00:00Z,107131002
2011,2011-07-13T00:00:00Z,107131101
2011,2011-07-13T00:00:00Z,107131102
2013,2013-07-13T00:00:00Z,107131301
2006,2006-07-14T00:00:00Z,107140601
2011,2011-07-14T00:00:00Z,107141101
2012,2012-07-14T00:00:00Z,107141201
2005,2005-07-15T00:00:00Z,107150501
2006,2006-07-15T00:00:00Z,107150601
2016,2016-07-15T00:00:00Z,107151601
2012,2012-07-17T00:00:00Z,107171201
2013,2013-07-17T00:00:00Z,107171301
2006,2006-07-18T00:00:00Z,107180601
2013,2013-07-18T00:00:00Z,107181301
2005,2005-07-19T00:00:00Z,107190501
2010,2010-07-20T00:00:00Z,107201001
2010,2010-07-20T00:00:00Z,107201002
2011,2011-07-20T00:00:00Z,107201101
2012,2012-07-20T00:00:00Z,107201201
2007,2007-07-22T00:00:00Z,107220701
2012,2012-07-22T00:00:00Z,107221201
2007,2007-07-24T00:00:00Z,107240701
2012,2012-07-24T00:00:00Z,107241202
2015,2015-07-24T00:00:00Z,107241501
2005,2005-07-25T00:00:00Z,107250501
2006,2006-07-26T00:00:00Z,107260601
2007,2007-07-26T00:00:00Z,107260701
2007,2007-07-26T00:00:00Z,107260702
2007,2007-07-27T00:00:00Z,107270701
2014,2014-07-27T00:00:00Z,107271401
2005,2005-07-28T00:00:00Z,107280501
2005,2005-07-28T00:00:00Z,107280502
2007,2007-07-29T00:00:00Z,107290702
2011,2011-07-29T00:00:00Z,107291101
2015,2015-07-29T00:00:00Z,107291501
2007,2007-07-30T00:00:00Z,107300701
2008,2008-07-30T00:00:00Z,107300801
2006,2006-07-31T00:00:00Z,107310601
2007,2007-07-31T00:00:00Z,107310702
2005,2005-08-01T00:00:00Z,108010501
2006,2006-08-02T00:00:00Z,108020601
2007,2007-08-02T00:00:00Z,108020701
2011,2011-08-02T00:00:00Z,108021101
2012,2012-08-03T00:00:00Z,108031201
2006,2006-08-05T00:00:00Z,108050601
2006,2006-08-06T00:00:00Z,108060601
2007,2007-08-07T00:00:00Z,108070701
2007,2007-08-07T00:00:00Z,108070702
2006,2006-08-08T00:00:00Z,108080601
2007,2007-08-08T00:00:00Z,108080702
2015,2015-08-11T00:00:00Z,108111501
2007,2007-08-12T00:00:00Z,108120701
2008,2008-08-08T00:00:00Z,108130801
2008,2008-08-14T00:00:00Z,108140801
2005,2005-08-15T00:00:00Z,108150501
2009,2009-08-16T00:00:00Z,108160901
2011,2011-08-17T00:00:00Z,108171101
2006,2006-08-18T00:00:00Z,108180601
2008,2008-08-19T00:00:00Z,108190801
2011,2011-08-19T00:00:00Z,108191101
2005,2005-08-20T00:00:00Z,108200501
2012,2012-08-20T00:00:00Z,108201201
2014,2014-08-21T00:00:00Z,108211401
2008,2008-08-26T00:00:00Z,108260801
2010,2010-08-29T00:00:00Z,108291001
2012,2012-08-30T00:00:00Z,108301201
2015,2015-08-30T00:00:00Z,108301501
2016,2016-07-30T00:00:00Z,107301601
2016,2016-08-30T00:00:00Z,108301601
2005,2005-08-31T00:00:00Z,108310501
2009,2009-09-01T00:00:00Z,109010901
2009,2009-09-01T00:00:00Z,109010902
2013,2013-09-01T00:00:00Z,109011301
2005,2005-09-02T00:00:00Z,109020501
2006,2006-09-02T00:00:00Z,109020601
2010,2010-09-03T00:00:00Z,109031001
2011,2011-09-03T00:00:00Z,109031101
2007,2007-09-04T00:00:00Z,109040701
2007,2007-09-04T00:00:00Z,109040702
2015,2015-09-04T00:00:00Z,109041501
2012,2012-09-05T00:00:00Z,109051201
2015,2015-09-05T00:00:00Z,109051501
2009,2009-09-06T00:00:00Z,109060901
2009,2009-09-06T00:00:00Z,109060902
2007,2007-09-07T00:00:00Z,109070701
2006,2006-09-08T00:00:00Z,109080601
2006,2006-09-08T00:00:00Z,109080602
2006,2006-09-08T00:00:00Z,109080603
2006,2006-09-08T00:00:00Z,109080604
2005,2005-09-10T00:00:00Z,109100501
2006,2006-09-10T00:00:00Z,109100602
2013,2013-09-10T00:00:00Z,109101301
2006,2006-09-11T00:00:00Z,109110601
2006,2006-09-13T00:00:00Z,109130601
2014,2014-09-13T00:00:00Z,109131401
2006,2006-09-15T00:00:00Z,109150601
2006,2006-09-15T00:00:00Z,109150602
2006,2006-09-15T00:00:00Z,109150603
2006,2006-09-15T00:00:00Z,109150604
2006,2006-09-15T00:00:00Z,109150605
2009,2009-09-20T00:00:00Z,109150901
2006,2006-09-18T00:00:00Z,109180601
2007,2007-09-20T00:00:00Z,109200701
2009,2009-09-20T00:00:00Z,109200901
2005,2005-09-22T00:00:00Z,109220501
2005,2005-09-22T00:00:00Z,109220502
2006,2006-09-22T00:00:00Z,109220601
2010,2010-09-22T00:00:00Z,109221001
2012,2012-09-22T00:00:00Z,109221201
2007,2007-09-23T00:00:00Z,109230701
2007,2007-09-23T00:00:00Z,109230702
2007,2007-09-03T00:00:00Z,109230703
2007,2007-09-23T00:00:00Z,109230704
2012,2012-09-24T00:00:00Z,109241201
2013,2013-09-24T00:00:00Z,109241301
2007,2007-09-25T00:00:00Z,109250701
2009,2009-09-25T00:00:00Z,109250901
2011,2011-09-25T00:00:00Z,109251101
2007,2007-09-26T00:00:00Z,109260701
2007,2007-09-26T00:00:00Z,109260702
2010,2010-09-26T00:00:00Z,109261001
2013,2013-09-26T00:00:00Z,109261301
2013,2013-09-26T00:00:00Z,109261302
2006,2006-09-27T00:00:00Z,109270601
2011,2011-09-28T00:00:00Z,109281101
2011,2011-09-29T00:00:00Z,109291101
2007,2007-09-30T00:00:00Z,109300701
2007,2007-09-30T00:00:00Z,109300702
2005,2005-10-02T00:00:00Z,110020501
2010,2010-10-03T00:00:00Z,110031001
2005,2005-10-04T00:00:00Z,110040501
2010,2010-10-04T00:00:00Z,110041001
2007,2007-10-05T00:00:00Z,110050701
2007,2007-10-05T00:00:00Z,110050702
2010,2010-10-05T00:00:00Z,110051001
2015,2015-10-05T00:00:00Z,110051501
2006,2006-10-06T00:00:00Z,110060601
2010,2010-10-06T00:00:00Z,110061001
2016,2016-10-06T00:00:00Z,110061601
2005,2005-10-07T00:00:00Z,110070501
2006,2006-10-07T00:00:00Z,110070601
2006,2006-10-07T00:00:00Z,110070602
2007,2007-10-07T00:00:00Z,110070701
2006,2006-10-08T00:00:00Z,110080601
2010,2010-10-08T00:00:00Z,110081001
2010,2010-10-09T00:00:00Z,110091001
2010,2010-10-09T00:00:00Z,110091002
2008,2008-10-08T00:00:00Z,110100801
2015,2015-10-11T00:00:00Z,110111501
2005,2005-10-12T00:00:00Z,110120501
2006,2006-10-12T00:00:00Z,110120601
2010,2010-10-13T00:00:00Z,110131001
2015,2015-10-13T00:00:00Z,110131501
2006,2006-10-14T00:00:00Z,110140601
2006,2006-10-15T00:00:00Z,110150601
2007,2007-10-15T00:00:00Z,110150701
2012,2012-10-16T00:00:00Z,110161201
2009,2009-10-17T00:00:00Z,110170901
2005,2005-10-18T00:00:00Z,110180501
2006,2006-10-18T00:00:00Z,110180601
2011,2011-10-18T00:00:00Z,110181101
2007,2007-10-19T00:00:00Z,110190701
2009,2009-10-19T00:00:00Z,110190901
2006,2006-10-21T00:00:00Z,110210601
2008,2008-10-21T00:00:00Z,110210801
2009,2009-10-21T00:00:00Z,110210901
2013,2013-10-21T00:00:00Z,110211301
2007,2007-10-22T00:00:00Z,110220701
2013,2013-10-23T00:00:00Z,110231401
2006,2006-10-24T00:00:00Z,110240601
2011,2011-10-24T00:00:00Z,110241101
2005,2005-10-25T00:00:00Z,110250501
2011,2011-11-26T00:00:00Z,110261101
2012,2012-10-26T00:00:00Z,110261201
2005,2005-10-27T00:00:00Z,110270501
2008,2008-10-27T00:00:00Z,110270802
2007,2007-10-28T00:00:00Z,110280702
2008,2008-10-28T00:00:00Z,110280802
2008,2008-10-28T00:00:00Z,110280803
2009,2009-10-28T00:00:00Z,110280901
2006,2006-10-29T00:00:00Z,110290601
2012,2012-10-29T00:00:00Z,110291201
2006,2006-10-30T00:00:00Z,110300602
2007,2007-10-30T00:00:00Z,110300701
2009,2009-10-31T00:00:00Z,110310901
2015,2015-10-31T00:00:00Z,110311501
2007,2007-11-01T00:00:00Z,111010701
2007,2007-11-01T00:00:00Z,111010702
2011,2011-11-01T00:00:00Z,111011101
2008,2008-11-02T00:00:00Z,111020802
2013,2013-11-02T00:00:00Z,111021301
2010,2010-11-03T00:00:00Z,111031001
2014,2014-11-03T00:00:00Z,111031401
2015,2015-11-04T00:00:00Z,111041501
2008,2008-11-04T00:00:00Z,111041601
2008,2008-11-05T00:00:00Z,111050801
2012,2012-11-05T00:00:00Z,111051201
2013,2013-11-05T00:00:00Z,111051401
2007,2007-11-06T00:00:00Z,111060701
2013,2013-11-06T00:00:00Z,111061301
2005,2005-11-08T00:00:00Z,111080501
2008,2008-11-08T00:00:00Z,111080801
2013,2013-11-08T00:00:00Z,111081301
2014,2014-11-08T00:00:00Z,111081401
2006,2006-11-09T00:00:00Z,111090601
2006,2006-11-09T00:00:00Z,111090602
2008,2008-11-09T00:00:00Z,111090801
2012,2012-11-09T00:00:00Z,111091201
2012,2012-11-09T00:00:00Z,111091202
2006,2006-11-10T00:00:00Z,111100601
2005,2005-11-11T00:00:00Z,111110501
2007,2007-11-11T00:00:00Z,111110701
2010,2010-11-11T00:00:00Z,111111001
2010,2010-11-11T00:00:00Z,111111002
2005,2005-11-13T00:00:00Z,111130501
2005,2005-11-13T00:00:00Z,111130502
2007,2007-11-14T00:00:00Z,111140701
2005,2005-11-15T00:00:00Z,111150501
2007,2007-11-15T00:00:00Z,111150701
2008,2008-11-15T00:00:00Z,111150801
2012,2012-11-15T00:00:00Z,111151201
2007,2007-11-16T00:00:00Z,111160701
2008,2008-11-16T00:00:00Z,111160801
2009,2009-11-17T00:00:00Z,111170901
2006,2006-11-19T00:00:00Z,111190601
2007,2007-11-19T00:00:00Z,111190701
2007,2007-11-19T00:00:00Z,111190702
2009,2009-11-19T00:00:00Z,111190901
2005,2005-11-20T00:00:00Z,111200501
2006,2006-11-20T00:00:00Z,111200601
2007,2007-11-20T00:00:00Z,111200701
2008,2008-11-20T00:00:00Z,111200801
2012,2012-11-20T00:00:00Z,111201201
2006,2006-11-21T00:00:00Z,111210601
2012,2012-11-21T00:00:00Z,111211201
2007,2007-11-22T00:00:00Z,111220701
2010,2010-11-22T00:00:00Z,111221001
2010,2010-11-23T00:00:00Z,111231001
2015,2015-11-23T00:00:00Z,111231501
2005,2005-11-24T00:00:00Z,111240501
