year,date,incident_number
2015,2015-06-01T00:00:00Z,806011501
2015,2015-06-01T00:00:00Z,806011502
2016,2016-06-01T00:00:00Z,806011601
2007,2007-06-02T00:00:00Z,806020701
2008,2008-06-02T00:00:00Z,806020801
2009,2009-06-02T00:00:00Z,806020901
2011,2011-06-02T00:00:00Z,806021101
2012,2012-06-02T00:00:00Z,806021202
2012,2012-06-02T00:00:00Z,806021203
2014,2014-06-02T00:00:00Z,806021401
2016,2016-06-02T00:00:00Z,806021601
2016,2016-06-02T00:00:00Z,806021602
2016,2016-06-02T00:00:00Z,806021603
2006,2006-06-03T00:00:00Z,806030601
2006,2006-06-03T00:00:00Z,806030602
2014,2014-06-03T00:00:00Z,806031401
2016,2016-06-03T00:00:00Z,806031601
2016,2016-06-03T00:00:00Z,806031602
2008,2008-06-04T00:00:00Z,806040801
2011,2011-06-04T00:00:00Z,806041101
2013,2013-06-04T00:00:00Z,806041301
2014,2014-06-04T00:00:00Z,806041401
2010,2010-06-05T00:00:00Z,806051001
2005,2005-06-06T00:00:00Z,806060501
2008,2008-06-06T00:00:00Z,806060801
2010,2010-06-06T00:00:00Z,806061001
2011,2011-06-06T00:00:00Z,806061101
2011,2011-06-06T00:00:00Z,806061102
2011,2011-06-06T00:00:00Z,806061103
2012,2012-06-06T00:00:00Z,806061201
2015,2015-06-06T00:00:00Z,806061501
2010,2010-06-07T00:00:00Z,806071001
2011,2011-06-07T00:00:00Z,806071101
2013,2013-06-07T00:00:00Z,806071301
2016,2016-06-07T00:00:00Z,806071601
2007,2007-06-08T00:00:00Z,806080702
2010,2010-06-08T00:00:00Z,806081001
2010,2010-06-08T00:00:00Z,806081002
2010,2010-06-08T00:00:00Z,806081003
2011,2011-06-08T00:00:00Z,806081101
2012,2012-06-08T00:00:00Z,806081201
2012,2012-06-08T00:00:00Z,806081202
2012,2012-06-08T00:00:00Z,806081203
2013,2013-06-08T00:00:00Z,806081301
2015,2015-06-09T00:00:00Z,806091501
2009,2009-06-10T00:00:00Z,806100901
2016,2016-06-10T00:00:00Z,806101601
2016,2016-06-10T00:00:00Z,806101602
2009,2009-06-11T00:00:00Z,806110901
2012,2012-06-11T00:00:00Z,806111201
2016,2016-06-11T00:00:00Z,806111601
2006,2006-06-12T00:00:00Z,806120601
2009,2009-06-12T00:00:00Z,806120901
2009,2009-06-12T00:00:00Z,806120902
2011,2011-06-12T00:00:00Z,806121101
2009,2009-06-13T00:00:00Z,806130901
2010,2010-06-13T00:00:00Z,806131001
2010,2010-06-13T00:00:00Z,806131002
2013,2013-06-13T00:00:00Z,806131301
2009,2009-06-14T00:00:00Z,806140901
2010,2010-06-14T00:00:00Z,806141001
2010,2010-06-14T00:00:00Z,806141002
2010,2010-06-14T00:00:00Z,806141003
2011,2011-06-14T00:00:00Z,806141101
2013,2013-06-14T00:00:00Z,806141301
2010,2010-06-15T00:00:00Z,806151001
2011,2011-06-15T00:00:00Z,806151101
2012,2012-06-15T00:00:00Z,806151201
2008,2008-06-16T00:00:00Z,806160801
2011,2011-06-16T00:00:00Z,806161101
2011,2011-06-16T00:00:00Z,806161102
2012,2012-06-16T00:00:00Z,806161201
2014,2014-06-16T00:00:00Z,806161401
2014,2014-06-16T00:00:00Z,806161402
2015,2015-06-16T00:00:00Z,806161503
2016,2016-06-16T00:00:00Z,806161601
2010,2010-06-17T00:00:00Z,806171001
2011,2011-06-17T00:00:00Z,806171101
2013,2013-06-17T00:00:00Z,806171301
2013,2013-06-17T00:00:00Z,806171302
2015,2015-06-17T00:00:00Z,806171501
2015,2015-06-17T00:00:00Z,806171502
2016,2016-06-17T00:00:00Z,806171601
2010,2010-06-18T00:00:00Z,806181001
2012,2012-06-18T00:00:00Z,806181201
2013,2013-06-18T00:00:00Z,806181303
2010,2010-06-19T00:00:00Z,806191001
2010,2010-06-19T00:00:00Z,806191002
2013,2013-06-19T00:00:00Z,806191301
2010,2010-06-20T00:00:00Z,806201001
2010,2010-06-20T00:00:00Z,806201003
2011,2011-06-20T00:00:00Z,806201101
2014,2014-06-21T00:00:00Z,806211401
2015,2015-06-21T00:00:00Z,806211501
2016,2016-06-21T00:00:00Z,806211601
2006,2006-06-22T00:00:00Z,806220601
2013,2013-06-22T00:00:00Z,806221301
2013,2013-06-22T00:00:00Z,806221302
2015,2015-06-22T00:00:00Z,806221501
2015,2015-06-22T00:00:00Z,806221502
2015,2015-06-22T00:00:00Z,806221503
2015,2015-06-22T00:00:00Z,806221504
2009,2009-06-23T00:00:00Z,806230901
2009,2009-06-23T00:00:00Z,806230903
2010,2010-06-23T00:00:00Z,806231001
2012,2012-06-23T00:00:00Z,806231201
2014,2014-06-23T00:00:00Z,806231401
2015,2015-06-23T00:00:00Z,806231501
2012,2012-06-24T00:00:00Z,806241201
2016,2016-06-24T00:00:00Z,806241601
2016,2016-06-24T00:00:00Z,806241602
2007,2007-06-25T00:00:00Z,806250701
2011,2011-06-25T00:00:00Z,806251101
2012,2012-06-25T00:00:00Z,806251201
2013,2013-06-25T00:00:00Z,806251301
2015,2015-06-25T00:00:00Z,806251501
2016,2016-06-25T00:00:00Z,806251601
2016,2016-06-25T00:00:00Z,806251602
2016,2016-06-25T00:00:00Z,806251603
2007,2007-06-26T00:00:00Z,806260701
2008,2008-06-26T00:00:00Z,806260801
2008,2008-06-26T00:00:00Z,806260802
2009,2009-06-26T00:00:00Z,806260901
2009,2009-06-26T00:00:00Z,806260903
2010,2010-06-26T00:00:00Z,806261001
2010,2010-06-26T00:00:00Z,806261002
2012,2012-06-26T00:00:00Z,806261201
2013,2013-06-26T00:00:00Z,806261301
2014,2014-06-26T00:00:00Z,806261401
2016,2016-06-26T00:00:00Z,806261601
2011,2011-06-27T00:00:00Z,806271101
2012,2012-06-27T00:00:00Z,806271201
2012,2012-06-27T00:00:00Z,806271202
2012,2012-06-27T00:00:00Z,806271203
2012,2012-06-27T00:00:00Z,806271205
2007,2007-06-28T00:00:00Z,806280701
2009,2009-06-28T00:00:00Z,806280901
2011,2011-06-28T00:00:00Z,806281102
2014,2014-06-28T00:00:00Z,806281401
2014,2014-06-28T00:00:00Z,806281402
2016,2016-06-28T00:00:00Z,806281601
2010,2010-06-29T00:00:00Z,806291001
2011,2011-06-29T00:00:00Z,806291101
2008,2008-06-30T00:00:00Z,806300801
2010,2010-06-30T00:00:00Z,806301001
2012,2012-06-30T00:00:00Z,806301201
2010,2010-07-01T00:00:00Z,807011001
2010,2010-07-01T00:00:00Z,807011004
2011,2011-07-01T00:00:00Z,807011101
2011,2011-07-01T00:00:00Z,807011102
2012,2012-07-01T00:00:00Z,807011201
2014,2014-07-01T00:00:00Z,807011401
2008,2008-07-02T00:00:00Z,807020801
2013,2013-07-02T00:00:00Z,807021301
2016,2016-07-02T00:00:00Z,807021601
2016,2016-07-02T00:00:00Z,807021602
2015,2015-07-03T00:00:00Z,807031501
2016,2016-07-03T00:00:00Z,807031601
2009,2009-07-04T00:00:00Z,807040901
2011,2011-07-04T00:00:00Z,807041101
2012,2012-07-04T00:00:00Z,807041201
2014,2014-07-04T00:00:00Z,807041401
2014,2014-07-04T00:00:00Z,807041402
2016,2016-07-04T00:00:00Z,807041601
2011,2011-07-05T00:00:00Z,807051102
2014,2014-07-05T00:00:00Z,807051401
2005,2005-07-06T00:00:00Z,807060501
2007,2007-07-06T00:00:00Z,807060701
2009,2009-07-06T00:00:00Z,807060901
2011,2011-07-06T00:00:00Z,807061101
2011,2011-07-06T00:00:00Z,807061102
2013,2013-07-06T00:00:00Z,807061301
2016,2016-06-06T00:00:00Z,807061601
2009,2009-07-07T00:00:00Z,807070901
2009,2009-07-07T00:00:00Z,807070902
2009,2009-07-07T00:00:00Z,807070903
2010,2010-07-07T00:00:00Z,807071001
2010,2010-07-07T00:00:00Z,807071002
2010,2010-07-07T00:00:00Z,807071003
2014,2014-07-07T00:00:00Z,807071401
2008,2008-07-08T00:00:00Z,807080801
2013,2013-07-08T00:00:00Z,807081301
2011,2011-07-09T00:00:00Z,807091101
2013,2013-07-09T00:00:00Z,807091301
2013,2013-07-09T00:00:00Z,807091302
2014,2014-07-09T00:00:00Z,807091401
2014,2014-07-09T00:00:00Z,807091402
2014,2014-07-09T00:00:00Z,807091403
2007,2007-07-10T00:00:00Z,807100701
2011,2011-07-10T00:00:00Z,807101102
2011,2011-07-10T00:00:00Z,807101103
2013,2013-07-10T00:00:00Z,807101301
2015,2015-07-10T00:00:00Z,807101501
2015,2015-07-10T00:00:00Z,807101502
2016,2016-07-10T00:00:00Z,807101601
2009,2009-07-11T00:00:00Z,807110901
2011,2011-07-11T00:00:00Z,807111101
2013,2013-07-11T00:00:00Z,807111301
2013,2013-07-11T00:00:00Z,807111302
2013,2013-07-11T00:00:00Z,807111303
2015,2015-07-11T00:00:00Z,807111502
2015,2015-07-11T00:00:00Z,807111503
2016,2016-07-11T00:00:00Z,807111601
2009,2009-07-12T00:00:00Z,807120901
2010,2010-07-12T00:00:00Z,807121001
2011,2011-07-12T00:00:00Z,807121101
2015,2015-07-12T00:00:00Z,807121501
2016,2016-07-12T00:00:00Z,807121601
2011,2011-07-13T00:00:00Z,807131101
2012,2012-07-13T00:00:00Z,807131201
2009,2009-07-14T00:00:00Z,807140901
2011,2011-07-14T00:00:00Z,807141101
2013,2013-07-14T00:00:00Z,807141301
2006,2006-07-15T00:00:00Z,807150601
2015,2015-07-15T00:00:00Z,807151501
2009,2009-07-16T00:00:00Z,807160901
2010,2010-07-16T00:00:00Z,807161001
2010,2010-07-16T00:00:00Z,807161002
2015,2015-07-16T00:00:00Z,807161501
2015,2015-07-16T00:00:00Z,807161502
2007,2007-07-17T00:00:00Z,807170701
2009,2009-07-17T00:00:00Z,807170901
2009,2009-07-17T00:00:00Z,807170902
2012,2012-07-17T00:00:00Z,807171201
2013,2013-07-17T00:00:00Z,807171301
2014,2014-07-17T00:00:00Z,807171401
2014,2014-07-17T00:00:00Z,807171402
2010,2010-07-18T00:00:00Z,807181001
2011,2011-07-18T00:00:00Z,807181101
2013,2013-07-18T00:00:00Z,807181301
2015,2015-07-18T00:00:00Z,807181501
2007,2007-07-19T00:00:00Z,807190701
2009,2009-07-19T00:00:00Z,807190901
2009,2009-07-19T00:00:00Z,807190902
2010,2010-07-19T00:00:00Z,807191001
2012,2012-07-19T00:00:00Z,807191201
2012,2012-07-19T00:00:00Z,807191202
2015,2015-07-19T00:00:00Z,807191502
2009,2009-07-20T00:00:00Z,807200901
2014,2014-07-20T00:00:00Z,807201401
2016,2016-07-20T00:00:00Z,807201601
2010,2010-07-21T00:00:00Z,807211001
2011,2011-07-21T00:00:00Z,807211101
2014,2014-07-21T00:00:00Z,807211401
2009,2009-07-23T00:00:00Z,807230901
2012,2012-07-23T00:00:00Z,807231204
2013,2013-07-23T00:00:00Z,807231301
2013,2013-07-23T00:00:00Z,807231302
2014,2014-07-23T00:00:00Z,807231401
2014,2014-07-23T00:00:00Z,807231403
2016,2016-07-23T00:00:00Z,807231601
2016,2016-07-23T00:00:00Z,807231602
2013,2013-07-24T00:00:00Z,807241301
2014,2014-07-24T00:00:00Z,807241401
2015,2015-07-24T00:00:00Z,807241501
2016,2016-07-24T00:00:00Z,807241601
2010,2010-07-25T00:00:00Z,807251001
2015,2015-07-25T00:00:00Z,807251501
2010,2010-07-26T00:00:00Z,807261001
2011,2011-07-26T00:00:00Z,807261101
2012,2012-07-26T00:00:00Z,807261201
2010,2010-07-27T00:00:00Z,807271001
2011,2011-07-27T00:00:00Z,807271101
2013,2013-07-27T00:00:00Z,807271301
2013,2013-07-27T00:00:00Z,807271302
2015,2015-07-27T00:00:00Z,807271501
2009,2009-07-28T00:00:00Z,807280901
2009,2009-07-28T00:00:00Z,807280902
2011,2011-07-28T00:00:00Z,807281101
2013,2013-07-28T00:00:00Z,807281302
2016,2016-07-28T00:00:00Z,807281602
2016,2016-07-28T00:00:00Z,807281603
2008,2008-07-29T00:00:00Z,807290801
2013,2013-07-29T00:00:00Z,807291301
2015,2015-07-29T00:00:00Z,807291501
2015,2015-07-29T00:00:00Z,807291502
2011,2011-07-30T00:00:00Z,807301101
2013,2013-07-30T00:00:00Z,807301301
2011,2011-07-31T00:00:00Z,807311101
2011,2011-07-31T00:00:00Z,807311102
2014,2014-07-31T00:00:00Z,807311401
2016,2016-07-31T00:00:00Z,807311601
2007,2007-08-01T00:00:00Z,808010703
2007,2007-08-01T00:00:00Z,808010704
2009,2009-08-01T00:00:00Z,808010901
2010,2010-08-01T00:00:00Z,808011002
2013,2013-08-01T00:00:00Z,808011301
2013,2013-08-01T00:00:00Z,808011302
2011,2011-08-02T00:00:00Z,808021101
2016,2016-08-02T00:00:00Z,808021601
2007,2007-08-03T00:00:00Z,808030702
2010,2010-08-03T00:00:00Z,808031001
2014,2014-08-03T00:00:00Z,808031401
2009,2009-08-04T00:00:00Z,808040901
2010,2010-08-04T00:00:00Z,808041001
2010,2010-08-04T00:00:00Z,808041003
2012,2012-08-04T00:00:00Z,808041201
2013,2013-08-04T00:00:00Z,808041301
2014,2014-08-03T00:00:00Z,808041401
2014,2014-08-04T00:00:00Z,808041402
2007,2007-08-05T00:00:00Z,808050701
2010,2010-08-05T00:00:00Z,808051001
2011,2011-08-05T00:00:00Z,808051101
2013,2013-08-05T00:00:00Z,808051301
2014,2014-08-05T00:00:00Z,808051401
2016,2016-08-05T00:00:00Z,808051601
2006,2006-08-06T00:00:00Z,808060601
2007,2007-08-06T00:00:00Z,808060701
2007,2007-08-06T00:00:00Z,808060702
2007,2007-08-06T00:00:00Z,808060703
2008,2008-08-06T00:00:00Z,808060801
2011,2011-08-06T00:00:00Z,808061101
2013,2013-08-06T00:00:00Z,808061301
2015,2015-08-06T00:00:00Z,808061501
2015,2015-08-06T00:00:00Z,808061502
2012,2012-08-07T00:00:00Z,808071201
2009,2009-08-08T00:00:00Z,808080901
2010,2010-08-08T00:00:00Z,808081001
2013,2013-08-08T00:00:00Z,808081301
2014,2014-08-08T00:00:00Z,808081401
2015,2015-08-08T00:00:00Z,808081501
2016,2016-08-08T00:00:00Z,808081601
2011,2011-08-09T00:00:00Z,808091101
2012,2012-08-09T00:00:00Z,808091201
2012,2012-08-09T00:00:00Z,808091202
2014,2014-08-09T00:00:00Z,808091402
2014,2014-08-09T00:00:00Z,808091403
2012,2012-08-10T00:00:00Z,808101201
2014,2014-08-10T00:00:00Z,808101401
2015,2015-08-10T00:00:00Z,808101501
2005,2005-08-11T00:00:00Z,808110501
2014,2014-08-11T00:00:00Z,808111401
2015,2015-08-11T00:00:00Z,808111501
2015,2015-08-11T00:00:00Z,808111502
2015,2015-08-11T00:00:00Z,808111503
2013,2013-08-12T00:00:00Z,808121301
2005,2005-08-13T00:00:00Z,808130501
2011,2011-08-13T00:00:00Z,808131101
2014,2014-08-13T00:00:00Z,808131401
2006,2006-08-14T00:00:00Z,808140601
2008,2008-08-14T00:00:00Z,808140801
2009,2009-08-14T00:00:00Z,808140901
2016,2016-08-14T00:00:00Z,808141601
2010,2010-08-15T00:00:00Z,808151001
2011,2011-08-15T00:00:00Z,808151101
2016,2016-08-15T00:00:00Z,808151601
2016,2016-08-15T00:00:00Z,808151602
2011,2011-08-16T00:00:00Z,808161101
2014,2014-08-16T00:00:00Z,808161401
2014,2014-08-16T00:00:00Z,808161402
2007,2007-08-17T00:00:00Z,808170701
2009,2009-08-17T00:00:00Z,808170901
2009,2009-08-17T00:00:00Z,808170902
2009,2009-08-17T00:00:00Z,808170904
2009,2009-08-17T00:00:00Z,808170905
2010,2010-08-17T00:00:00Z,808171001
2010,2010-08-17T00:00:00Z,808171002
2014,2014-08-17T00:00:00Z,808171401
2015,2015-08-18T00:00:00Z,808181503
2016,2016-08-18T00:00:00Z,808181602
2016,2016-08-18T00:00:00Z,808181603
2008,2008-08-19T00:00:00Z,808190801
2009,2009-08-19T00:00:00Z,808190901
2010,2010-08-19T00:00:00Z,808191002
2011,2011-08-19T00:00:00Z,808191101
2014,2014-08-19T00:00:00Z,808191401
2010,2010-08-20T00:00:00Z,808201001
2011,2011-08-20T00:00:00Z,808201102
2014,2014-08-20T00:00:00Z,808201401
2015,2015-08-20T00:00:00Z,808201501
2009,2009-08-21T00:00:00Z,808210901
2011,2011-08-21T00:00:00Z,808211101
2011,2011-08-21T00:00:00Z,808211102
2012,2012-08-21T00:00:00Z,808211201
2006,2006-08-22T00:00:00Z,808220601
2011,2011-08-22T00:00:00Z,808221101
2009,2009-08-23T00:00:00Z,808230901
2009,2009-08-23T00:00:00Z,808230902
2007,2007-08-24T00:00:00Z,808240701
2009,2009-08-24T00:00:00Z,808240901
2010,2010-08-24T00:00:00Z,808241001
2010,2010-08-24T00:00:00Z,808241002
2009,2009-08-25T00:00:00Z,808250901
2009,2009-08-25T00:00:00Z,808250902
2009,2009-08-25T00:00:00Z,808250903
2014,2014-08-25T00:00:00Z,808251401
2014,2014-08-25T00:00:00Z,808251402
2008,2008-08-26T00:00:00Z,808260801
2009,2009-08-26T00:00:00Z,808260901
2009,2009-08-26T00:00:00Z,808260902
2009,2009-08-26T00:00:00Z,808260903
2009,2009-08-27T00:00:00Z,808270901
2010,2010-08-27T00:00:00Z,808271001
2010,2010-08-27T00:00:00Z,808271002
2011,2011-08-27T00:00:00Z,808271101
2011,2011-08-27T00:00:00Z,808271102
2007,2007-08-28T00:00:00Z,808280701
2009,2009-08-28T00:00:00Z,808280901
2010,2010-08-28T00:00:00Z,808281001
2014,2014-08-28T00:00:00Z,808281401
2015,2015-08-28T00:00:00Z,808281501
2011,2011-08-29T00:00:00Z,808291101
2012,2012-08-29T00:00:00Z,808291201
2014,2014-08-29T00:00:00Z,808291401
2008,2008-08-30T00:00:00Z,808300801
2010,2010-08-30T00:00:00Z,808301001
2010,2010-08-30T00:00:00Z,808301002
2010,2010-08-30T00:00:00Z,808301003
2012,2012-08-30T00:00:00Z,808301201
2013,2013-08-30T00:00:00Z,808301301
2016,2016-08-30T00:00:00Z,808301601
2016,2016-08-30T00:00:00Z,808301602
2016,2016-08-30T00:00:00Z,808301603
2006,2006-08-31T00:00:00Z,808310601
2009,2009-08-31T00:00:00Z,808310901
2013,2013-08-31T00:00:00Z,808311301
2014,2014-08-31T00:00:00Z,808311401
2014,2014-08-31T00:00:00Z,808311402
2016,2016-08-31T00:00:00Z,808311601
2009,2009-09-01T00:00:00Z,809010901
2009,2009-09-01T00:00:00Z,809010902
2010,2010-09-01T00:00:00Z,809011001
2014,2014-09-01T00:00:00Z,809011401
2009,2009-09-02T00:00:00Z,809020901
2011,2011-09-02T00:00:00Z,809021101
2014,2014-09-02T00:00:00Z,809021401
2010,2010-09-03T00:00:00Z,809031001
2011,2011-09-03T00:00:00Z,809031101
2013,2013-09-03T00:00:00Z,809031301
2014,2014-09-03T00:00:00Z,809031401
2014,2014-09-03T00:00:00Z,809031402
2015,2015-09-03T00:00:00Z,809031501
2016,2016-09-03T00:00:00Z,809031601
2016,2016-09-03T00:00:00Z,809031602
2009,2009-09-04T00:00:00Z,809040901
2009,2009-09-04T00:00:00Z,809040902
2011,2011-09-04T00:00:00Z,809041101
2011,2011-09-04T00:00:00Z,809041102
2013,2013-09-04T00:00:00Z,809041301
2013,2013-09-04T00:00:00Z,809041302
2013,2013-09-04T00:00:00Z,809041303
2015,2015-09-04T00:00:00Z,809041501
2010,2010-09-05T00:00:00Z,809051001
2010,2010-09-05T00:00:00Z,809051002
2016,2016-09-05T00:00:00Z,809051601
2006,2006-09-06T00:00:00Z,809060601
2009,2009-09-06T00:00:00Z,809060901
2015,2015-09-06T00:00:00Z,809061501
2016,2016-09-06T00:00:00Z,809061602
2009,2009-09-07T00:00:00Z,809070901
2009,2009-09-07T00:00:00Z,809070902
2008,2008-09-08T00:00:00Z,809080801
2010,2010-09-08T00:00:00Z,809081001
2011,2011-09-08T00:00:00Z,809081101
2014,2014-09-08T00:00:00Z,809081401
2013,2013-09-09T00:00:00Z,809091301
2013,2013-09-09T00:00:00Z,809091302
2010,2010-09-10T00:00:00Z,809101001
2014,2014-09-11T00:00:00Z,809111401
2016,2016-09-11T00:00:00Z,809111601
2005,2005-09-12T00:00:00Z,809120502
2007,2007-09-12T00:00:00Z,809120701
2007,2007-09-12T00:00:00Z,809120702
2012,2012-09-12T00:00:00Z,809121201
2016,2016-09-12T00:00:00Z,809121601
2016,2016-09-12T00:00:00Z,809121603
2009,2009-09-13T00:00:00Z,809130901
2009,2009-09-13T00:00:00Z,809130902
2009,2009-09-14T00:00:00Z,809140901
2013,2013-09-14T00:00:00Z,809141301
2014,2014-09-14T00:00:00Z,809141403
2015,2015-09-14T00:00:00Z,809141501
2010,2010-09-15T00:00:00Z,809151001
2016,2016-09-15T00:00:00Z,809151601
2016,2016-09-16T00:00:00Z,809161602
2016,2016-09-16T00:00:00Z,809161603
2006,2006-09-17T00:00:00Z,809170601
2009,2009-09-17T00:00:00Z,809170901
2010,2010-09-17T00:00:00Z,809171002
2011,2011-09-17T00:00:00Z,809171101
2014,2014-09-17T00:00:00Z,809171401
2016,2016-09-17T00:00:00Z,809171601
2005,2005-09-18T00:00:00Z,809180501
2011,2011-09-18T00:00:00Z,809181101
2012,2012-09-18T00:00:00Z,809181201
2014,2014-09-18T00:00:00Z,809181401
2015,2015-09-18T00:00:00Z,809181501
2009,2009-09-19T00:00:00Z,809190901
2009,2009-09-19T00:00:00Z,809190902
2014,2014-09-20T00:00:00Z,809201401
2015,2015-09-20T00:00:00Z,809201501
2016,2016-09-20T00:00:00Z,809201601
2010,2010-09-21T00:00:00Z,809211001
2010,2010-09-21T00:00:00Z,809211002
2016,2016-09-21T00:00:00Z,809211601
2009,2009-09-22T00:00:00Z,809220902
2010,2010-09-22T00:00:00Z,809221001
2009,2009-09-23T00:00:00Z,809230901
2009,2009-09-23T00:00:00Z,809230902
2010,2010-09-23T00:00:00Z,809231001
2010,2010-09-23T00:00:00Z,809231002
2012,2012-09-23T00:00:00Z,809231201
2005,2005-09-24T00:00:00Z,809240501
2009,2009-09-24T00:00:00Z,809240901
2009,2009-09-24T00:00:00Z,809240902
2009,2009-09-24T00:00:00Z,809240903
2010,2010-09-24T00:00:00Z,809241001
2016,2016-09-24T00:00:00Z,809241601
2016,2016-09-24T00:00:00Z,809241602
2016,2016-09-24T00:00:00Z,809241603
2016,2016-09-24T00:00:00Z,809241604
2016,2016-09-24T00:00:00Z,809241605
2009,2009-09-25T00:00:00Z,809250901
2009,2009-09-26T00:00:00Z,809260901
2010,2010-09-26T00:00:00Z,809261001
2016,2016-09-26T00:00:00Z,809261601
2009,2009-09-27T00:00:00Z,809270901
2010,2010-09-27T00:00:00Z,809271002
2011,2011-09-27T00:00:00Z,809271101
2013,2013-09-27T00:00:00Z,809271301
2014,2014-09-27T00:00:00Z,809271401
2016,2016-09-27T00:00:00Z,809271601
2016,2016-09-27T00:00:00Z,809271602
2016,2016-09-27T00:00:00Z,809271603
2008,2008-09-28T00:00:00Z,809280801
2009,2009-09-28T00:00:00Z,809280901
2010,2010-09-28T00:00:00Z,809281001
2016,2016-09-28T00:00:00Z,809281601
2011,2011-09-29T00:00:00Z,809291101
2014,2014-09-29T00:00:00Z,809291401
2015,2015-09-29T00:00:00Z,809291501
2016,2016-09-29T00:00:00Z,809291601
2009,2009-09-30T00:00:00Z,809300902
2011,2011-09-30T00:00:00Z,809301101
2011,2011-09-30T00:00:00Z,809301102
2009,2009-10-01T00:00:00Z,810010901
2011,2011-10-01T00:00:00Z,810011101
2011,2011-10-01T00:00:00Z,810011102
2013,2013-10-01T00:00:00Z,810011301
2016,2016-10-01T00:00:00Z,810011601
2012,2012-10-02T00:00:00Z,810021201
2013,2013-10-02T00:00:00Z,810021301
2009,2009-10-03T00:00:00Z,810030901
2009,2009-10-03T00:00:00Z,810030902
2016,2016-10-03T00:00:00Z,810031601
2016,2016-10-03T00:00:00Z,810031602
2009,2009-10-04T00:00:00Z,810040901
2005,2005-10-05T00:00:00Z,810050501
2009,2009-10-05T00:00:00Z,810050901
2010,2010-10-05T00:00:00Z,810051001
2010,2010-10-05T00:00:00Z,810051002
2012,2012-10-05T00:00:00Z,810051201
2007,2007-10-06T00:00:00Z,810060701
2012,2012-10-06T00:00:00Z,810061201
2016,2016-10-06T00:00:00Z,810061601
2007,2007-10-07T00:00:00Z,810070701
2011,2011-10-07T00:00:00Z,810071101
2012,2012-10-07T00:00:00Z,810071201
2014,2014-10-07T00:00:00Z,810071401
2015,2015-10-07T00:00:00Z,810071501
2016,2016-10-07T00:00:00Z,810071601
2016,2016-10-07T00:00:00Z,810071602
2016,2016-10-07T00:00:00Z,810071603
2005,2005-10-08T00:00:00Z,810080501
2010,2010-10-08T00:00:00Z,810081001
2010,2010-10-08T00:00:00Z,810081002
2010,2010-10-08T00:00:00Z,810081004
2012,2012-10-08T00:00:00Z,810081201
2013,2013-10-08T00:00:00Z,810081301
2015,2015-10-08T00:00:00Z,810081501
2007,2007-10-09T00:00:00Z,810090701
2007,2007-10-09T00:00:00Z,810090702
2010,2010-10-09T00:00:00Z,810091001
2014,2014-10-09T00:00:00Z,810091401
2015,2015-10-09T00:00:00Z,810091501
2007,2007-10-10T00:00:00Z,810100702
2008,2008-10-10T00:00:00Z,810100801
2008,2008-10-10T00:00:00Z,810100802
2008,2008-10-10T00:00:00Z,810100803
2015,2015-10-10T00:00:00Z,810101501
2015,2015-10-10T00:00:00Z,810101502
2016,2016-10-10T00:00:00Z,810101602
2010,2010-10-11T00:00:00Z,810111001
2010,2010-10-11T00:00:00Z,810111002
2016,2016-10-11T00:00:00Z,810111601
2009,2009-10-12T00:00:00Z,810120901
2009,2009-10-12T00:00:00Z,810120902
2009,2009-10-12T00:00:00Z,810120903
2014,2014-10-12T00:00:00Z,810121401
2014,2014-10-12T00:00:00Z,810121402
2016,2016-10-12T00:00:00Z,810121601
2009,2009-10-13T00:00:00Z,810130901
2009,2009-10-13T00:00:00Z,810130902
2009,2009-10-13T00:00:00Z,810130903
2009,2009-10-13T00:00:00Z,810130904
2010,2010-10-13T00:00:00Z,810131001
2010,2010-10-13T00:00:00Z,810131002
2014,2014-10-13T00:00:00Z,810131401
2014,2014-10-13T00:00:00Z,810131402
2008,2008-10-14T00:00:00Z,810140801
2009,2009-10-14T00:00:00Z,810140901
2015,2015-10-14T00:00:00Z,810141501
2007,2007-10-15T00:00:00Z,810150701
2008,2008-10-15T00:00:00Z,810150801
2008,2008-10-15T00:00:00Z,810150802
2011,2011-10-15T00:00:00Z,810151101
2012,2012-10-15T00:00:00Z,810151201
2005,2005-10-16T00:00:00Z,810160501
2011,2011-10-16T00:00:00Z,810161102
2010,2011-10-16T00:00:00Z,810161103
2011,2011-10-16T00:00:00Z,810161104
2011,2011-10-16T00:00:00Z,810161105
2016,2016-10-16T00:00:00Z,810161601
2007,2007-10-17T00:00:00Z,810170701
2009,2009-10-17T00:00:00Z,810170901
2010,2010-10-17T00:00:00Z,810171001
2010,2010-10-17T00:00:00Z,810171002
2010,2010-10-17T00:00:00Z,810171003
2014,2014-10-17T00:00:00Z,810171401
2009,2009-10-18T00:00:00Z,810180901
2010,2010-10-18T00:00:00Z,810181001
2010,2010-10-18T00:00:00Z,810181002
2011,2010-10-18T00:00:00Z,810181101
2016,2016-10-18T00:00:00Z,810181601
2016,2016-10-18T00:00:00Z,810181602
2016,2016-10-18T00:00:00Z,810181603
2009,2009-10-19T00:00:00Z,810190901
2009,2009-10-19T00:00:00Z,810190903
2015,2015-10-19T00:00:00Z,810191501
2009,2009-10-20T00:00:00Z,810200901
2010,2010-10-20T00:00:00Z,810201001
2012,2012-10-20T00:00:00Z,810201201
2016,2016-10-20T00:00:00Z,810201601
2016,2016-10-20T00:00:00Z,810201602
2016,2016-10-20T00:00:00Z,810201603
